gp,min,pts,fg,3p,ft,reb,ast,stl,blk,tov,target_5yrs,pts_per_min,per_simple,ts_pct,ast_to_ratio,def_contrib_per_min
36,8.3,3.2,44.6,0.0,66.7,1.6,0.2,0.1,0.4,0.4,0,0.3855421222238407,0.3734939309043458,0.4530010042466013,0.49999875000312505,0.19277106111192036
82,38.0,22.5,50.6,29.2,64.2,12.1,3.8,0.8,0.6,2.7,1,0.5921052475761778,0.6763157716759007,0.547711755223381,1.4074068861455975,0.2684210455678673
69,37.8,16.4,40.9,29.6,76.6,4.6,8.3,1.8,0.5,3.8,1,0.43386242238459205,0.48148146874387654,0.49373792788186843,2.1842099515236972,0.16931216483301154
82,31.0,9.7,49.7,39.3,76.9,6.4,1.9,1.0,0.2,1.3,1,0.31290321571279944,0.44516127596253946,0.5993573159469456,1.4615373372789713,0.20322579989594192
81,28.5,14.1,43.0,16.7,68.7,8.6,2.5,1.1,0.8,3.3,1,0.4947368247460763,0.5298245428131738,0.4828766792550219,0.7575755280074158,0.27719297273007115
80,27.8,9.4,55.1,0.0,62.2,7.5,1.3,1.2,0.6,1.0,1,0.3381294842399466,0.5323740815692776,0.5748531586529895,1.2999987000013002,0.22302157471145415
79,26.2,9.0,39.7,35.6,69.6,3.0,1.9,0.7,0.7,1.2,1,0.34351143727055583,0.32442746853330273,0.49298855247715245,1.5833320138899885,0.14503816240312356
65,24.6,7.7,57.6,0.0,55.5,7.1,0.6,0.6,1.0,0.7,1,0.3130081173573936,0.5284552630709242,0.5851062940567943,0.8571416326548105,0.24796746959481827
42,24.5,11.7,38.4,25.8,86.9,2.5,2.8,0.9,0.1,2.0,0,0.4775510009162856,0.34285712886297426,0.45774644305583384,1.3999993000003499,0.11428570962099144
78,23.0,7.2,42.5,31.8,80.8,3.9,2.0,0.6,0.2,1.0,1,0.31304346465028415,0.37826085311909324,0.479744072528775,1.9999980000020001,0.18260868771266575
81,22.7,6.7,42.4,27.6,74.4,2.8,3.6,1.1,0.3,2.4,1,0.29515417201964,0.361233464262843,0.49970159610656384,1.4999993750002605,0.14537444293504656
80,21.1,9.8,45.1,41.9,80.8,2.5,1.2,0.3,0.1,1.0,1,0.4644549542912344,0.39810424653534376,0.5783757579820871,1.1999988000012,0.12322274297522544
61,20.7,7.8,45.3,29.7,76.2,3.7,1.1,1.0,0.4,1.1,1,0.37681157599944076,0.429951670050644,0.5380793959603482,0.9999990909099175,0.21739129384583122
78,19.7,6.8,51.7,0.0,59.5,5.3,0.5,0.4,0.9,1.0,1,0.3451776474529113,0.4822334780592143,0.5424376926551224,0.49999950000050003,0.22335024246953086
15,11.0,5.4,43.5,44.4,76.7,1.3,1.9,0.4,0.2,0.7,0,0.49090904628099585,0.5181817710743845,0.5421685658296054,2.7142818367402333,0.15454544049586907
81,17.9,5.6,39.4,31.5,77.3,3.3,0.7,0.7,0.3,1.3,1,0.3128491445335673,0.3296089201335798,0.4946995592403605,0.5384611242606736,0.18994412346680875
58,17.8,4.1,43.7,0.0,65.6,3.1,0.7,0.4,1.5,0.8,1,0.23033706571140075,0.3651685188107573,0.47852463153019803,0.874998906251367,0.20224717964903483
54,17.3,5.9,37.4,37.0,76.3,2.6,1.6,0.6,0.1,1.2,0,0.34104044271442524,0.33526009622773995,0.4798307612506894,1.3333322222231483,0.1502890086538145
72,16.9,5.4,48.5,47.3,71.1,1.9,1.1,0.4,0.3,1.0,1,0.31952660831203505,0.33727808655159264,0.5779108352074411,1.0999989000011001,0.12426034767690249
52,16.7,6.3,55.8,0.0,71.4,3.8,0.8,0.3,0.7,0.6,1,0.37724548639248584,0.5329340998243055,0.5777695198515187,1.333331111114815,0.1916167549930087
65,16.4,5.3,54.9,0.0,67.3,3.9,0.5,0.5,0.7,0.6,1,0.3231707120017859,0.4817072877007751,0.5755863215494522,0.8333319444467593,0.21951218173706208
60,14.5,4.3,43.3,0.0,56.0,3.0,0.3,0.4,1.2,0.6,1,0.2965517036860894,0.39310342116528135,0.44311614939897986,0.49999916666805555,0.24827584494649346
49,13.1,3.9,38.3,24.2,73.1,2.9,0.6,0.3,0.3,0.3,0,0.2977099009381755,0.38167936017714804,0.4411763707745767,1.9999933333555557,0.20610685449566
66,11.1,2.8,40.6,36.0,70.6,1.3,0.4,0.3,0.1,0.2,1,0.2522522295268262,0.27027024592159943,0.4794518905986675,1.9999900000499997,0.1261261147634131
42,10.4,3.8,42.4,37.5,58.9,1.5,1.6,0.3,0.2,0.6,0,0.3653845802514827,0.4230768823964537,0.47834831864342425,2.66666222222963,0.11538460428994189
43,10.3,2.3,37.4,30.0,57.1,1.1,1.8,0.4,0.1,0.8,1,0.22330094919408258,0.2912621076444556,0.39383548156319115,2.2499971875035154,0.13592231690074594
42,10.0,3.8,35.7,28.3,78.6,1.7,0.7,0.3,0.2,0.5,0,0.3799999620000038,0.3599999640000036,0.4589370872132639,1.3999972000055998,0.15999998400000162
49,9.4,3.6,66.1,0.0,70.3,2.0,0.5,0.3,0.3,0.4,1,0.3829786826618423,0.5638297272521566,0.678732775741789,1.2499968750078125,0.19148934133092113
18,7.9,1.0,53.3,0.0,50.0,1.9,0.2,0.3,0.4,0.4,1,0.12658226245794146,0.3670885611280302,0.5630624289837511,0.49999875000312505,0.24050629867008874
38,7.3,2.9,45.5,41.7,59.1,0.9,1.2,0.1,0.0,1.0,0,0.3972602195533946,0.3150684499906233,0.48920361362901016,1.1999988000012,0.10958902608369504
22,7.2,2.3,35.6,10.0,53.3,1.0,1.1,0.2,0.1,0.8,0,0.3194444000771666,0.2638888522376594,0.3823137026882637,1.3749982812521484,0.13888886959876812
41,5.2,2.0,48.5,0.0,73.9,1.0,0.2,0.1,0.2,0.5,0,0.38461531065090176,0.38461531065090176,0.5364803988839062,0.3999992000016,0.1730768897929058
72,37.2,20.1,45.8,25.5,74.8,5.3,5.8,1.5,0.4,3.0,1,0.5403225661203611,0.5268817062666209,0.527282238862422,1.9333326888891036,0.16935483415712813
80,36.2,17.5,46.2,43.7,88.5,4.5,5.9,1.9,0.2,3.0,1,0.48342540101034803,0.5248618639540921,0.5681817812868973,1.9666660111113297,0.16574585177497647
82,32.6,15.5,37.1,37.4,81.7,3.4,5.7,1.3,0.2,2.4,1,0.4754601081147206,0.4233128704505253,0.47686435657984505,2.374999010417079,0.13190183644472894
22,10.6,2.5,27.7,26.2,87.5,1.6,0.5,0.3,0.1,0.4,0,0.2358490343538647,0.21698111160555544,0.39357670227433805,1.2499968750078125,0.18867922748309177
81,28.9,13.5,41.7,35.8,82.6,2.4,4.4,1.0,0.0,2.9,0,0.4671280115180619,0.3806228241999023,0.50935703974064,1.5172408561238429,0.10726643227451792
76,27.8,12.4,47.7,40.0,85.1,2.5,5.7,1.0,0.1,2.7,1,0.4460431494229083,0.471223004632266,0.5432877196558255,2.1111103292183966,0.11151078735572707
82,26.9,9.0,49.4,0.0,64.6,7.5,0.9,0.6,1.3,1.4,1,0.3345724782686811,0.49442377344149535,0.5217995684369703,0.6428566836737974,0.24535315073036612
73,25.6,14.5,45.1,37.4,81.4,2.9,1.6,0.8,0.1,1.0,1,0.5664062278747567,0.46484373184204175,0.5510793135391219,1.5999984000016003,0.10937499572753921
82,24.7,9.4,48.3,38.2,82.9,2.3,1.5,0.8,0.2,1.1,1,0.380566786211871,0.36842103771574736,0.590749045908868,1.363635123968069,0.10931173646511189
73,24.2,8.0,44.2,39.0,75.6,2.6,3.8,1.1,0.3,2.1,1,0.33057849873642564,0.39256196724950543,0.5243837802328553,1.809522947846215,0.13223139949457027
76,22.9,9.9,40.3,37.5,80.8,3.2,1.8,1.1,0.3,1.4,1,0.43231439160199164,0.4279475795656081,0.5495114842904659,1.285713367347595,0.17467248145535016
78,22.6,8.4,40.1,31.0,71.5,4.5,2.9,0.6,0.1,1.6,0,0.3716813994831239,0.4159291851358769,0.461944515844202,1.8124988671882079,0.20353981400266305
20,10.0,3.4,39.3,29.2,85.7,2.0,0.7,0.3,0.3,0.7,0,0.33999996600000343,0.39999996000000404,0.49882614471063824,0.9999985714306122,0.23999997600000242
77,21.6,8.6,49.8,25.0,76.3,2.9,0.7,0.6,0.2,0.8,1,0.3981481297153643,0.3842592414694795,0.5584414859166902,0.874998906251367,0.12962962362825814
65,20.3,8.3,51.5,41.0,75.7,1.9,3.1,0.7,0.0,1.3,1,0.40886697493266133,0.4532019481181306,0.5955797078674357,2.384613550297269,0.09852216263437621
74,20.1,8.9,44.1,36.9,77.0,3.0,1.2,0.5,0.1,0.7,1,0.44278604762258467,0.4228855511002213,0.5474900901217902,1.714283265309621,0.154228848048316
56,19.4,8.6,45.8,38.9,80.9,1.9,2.0,0.8,0.1,1.0,1,0.4432989462217038,0.4329896684025945,0.5712007742825751,1.9999980000020001,0.10824741710064861
82,18.2,7.8,55.6,0.0,54.7,6.4,0.8,0.6,0.5,1.4,1,0.4285714050235492,0.6153845815722758,0.5668603827237816,0.5714281632655978,0.2802197648230898
76,18.2,6.6,42.4,39.5,87.1,2.1,1.0,0.3,0.1,1.0,1,0.3626373427122339,0.30769229078613786,0.524142229329379,0.9999990000010001,0.1153846090448017
80,16.5,7.4,45.1,19.6,77.7,2.5,0.7,0.4,0.3,1.2,0,0.44848482130395023,0.37575755298439073,0.5161829637021536,0.5833328472226273,0.13939393094582234
81,15.7,4.7,41.8,31.0,72.2,1.6,3.3,0.5,0.1,1.1,1,0.29936303825713134,0.3949044334455776,0.4799835620948607,2.9999972727297517,0.12101910057203182
56,15.4,7.3,41.0,34.5,80.0,1.6,1.9,0.6,0.1,1.1,1,0.47402594324506864,0.4220778946702666,0.5311407841762538,1.7272711570262207,0.13636362750885533
82,32.0,18.3,54.2,34.1,81.1,10.5,2.0,0.7,1.7,2.2,0,0.5718749821289069,0.7437499767578134,0.5866888569704504,0.9090904958679563,0.3156249901367191
47,13.3,5.2,49.3,0.0,67.6,3.7,0.4,0.3,0.5,0.6,1,0.3909774142122245,0.5187969534739134,0.528885164994881,0.6666655555574075,0.21804509638758676
69,13.3,5.1,46.4,30.5,82.1,2.5,0.5,0.4,0.4,0.7,1,0.3834586177850663,0.43609019277517347,0.5481512149288016,0.7142846938790087,0.21052629996042857
60,13.1,4.5,50.2,0.0,75.4,2.8,0.6,0.2,0.6,0.5,0,0.3435114241594333,0.4656488194161207,0.5450580074956377,1.1999976000047998,0.20610685449566
52,12.6,2.8,53.4,0.0,59.7,4.1,0.4,0.3,0.1,0.4,0,0.22222220458553932,0.46825393109095775,0.5537972492890627,0.9999975000062501,0.19841268266566012
27,12.4,5.0,43.6,35.1,70.0,1.1,0.8,0.5,0.2,1.0,1,0.40322577393340536,0.3145161036680562,0.5511462629748096,0.7999992000008002,0.1290322476586897
60,12.0,4.7,38.8,31.8,79.5,1.6,0.7,0.3,0.1,0.4,1,0.3916666340277805,0.3333333055555579,0.4887686171446304,1.7499956250109374,0.15833332013888998
63,11.2,3.9,49.5,0.0,64.6,2.5,0.2,0.4,0.3,0.2,1,0.3482142546237273,0.4553571022002588,0.519722675980097,0.9999950000249999,0.21428569515306295
71,11.2,2.9,39.6,0.0,62.3,2.1,0.5,0.4,0.1,0.3,1,0.25892854830995105,0.3214285427295944,0.4254693587237797,1.6666611111296297,0.16964284199617483
39,10.4,2.7,66.2,0.0,90.0,2.5,0.0,0.2,0.4,0.3,1,0.2596153596523693,0.4711538008505962,0.7031246337892534,0.0,0.2403845922707123
71,10.1,3.2,39.6,21.9,83.7,0.9,1.7,0.5,0.1,0.7,1,0.3168316517988464,0.36633659739241614,0.45610021205809237,2.4285679591886296,0.14851483678070926
57,9.4,3.3,46.3,28.6,66.7,1.4,0.3,0.4,0.2,0.3,0,0.35106379244002206,0.3617020891806288,0.5201763807766768,0.9999966666777779,0.14893615436849425
44,9.2,3.0,35.4,35.7,71.1,1.0,0.4,0.2,0.2,0.4,0,0.32608692107750864,0.22826084475425615,0.4416959830106057,0.9999975000062501,0.11956520439508651
43,8.3,2.6,35.6,21.1,74.5,1.3,0.3,0.2,0.2,0.3,1,0.3132529743068706,0.30120478298737563,0.45076267310586926,0.9999966666777779,0.1566264871534353
43,8.3,2.6,35.6,21.1,74.5,1.3,0.3,0.2,0.2,0.3,1,0.3132529743068706,0.30120478298737563,0.45076267310586926,0.9999966666777779,0.1566264871534353
51,7.5,2.7,37.1,40.0,72.2,1.2,0.4,0.1,0.3,0.5,1,0.3599999520000064,0.2799999626666717,0.40810144857876407,0.7999984000032,0.1733333102222253
12,6.3,1.7,30.0,16.7,58.3,0.7,1.2,0.3,0.2,0.9,0,0.26984122700932905,0.25396821365583905,0.3971960760765999,1.3333318518534978,0.15873013353489945
18,6.2,2.4,37.2,32.1,60.0,1.1,0.0,0.1,0.1,0.3,0,0.38709671175859484,0.2903225338189461,0.47393346211158677,0.0,0.16129029656608118
53,30.0,17.5,50.8,16.7,68.6,7.0,1.2,0.4,1.1,2.3,0,0.5833333138888895,0.5499999816666673,0.5358892371454411,0.521738903591781,0.206666659777778
25,5.2,2.3,39.6,31.3,84.6,0.7,0.5,0.3,0.1,0.6,0,0.442307607248537,0.3653845451183566,0.4956894415131716,0.8333319444467593,0.1538461242603607
82,38.0,18.5,43.8,38.4,87.9,3.8,3.2,1.1,0.2,2.8,1,0.48684209245152393,0.39210525283933556,0.5410622051320656,1.1428567346940235,0.11578947063711921
81,37.0,16.8,47.5,22.2,78.8,3.9,6.3,0.8,0.2,2.5,1,0.4540540417823232,0.4594594470416366,0.5164780794098573,2.519998992000403,0.09999999729729739
78,34.3,16.1,45.6,38.9,85.4,2.6,2.8,1.0,0.5,2.1,1,0.46938774141726713,0.40524780159627416,0.5927834615034271,1.3333326984130005,0.1020408133515798
82,32.5,15.3,39.8,27.1,81.5,4.9,5.3,1.3,0.2,3.3,1,0.4707692162840242,0.452307678390533,0.4876338291921323,1.6060601193757214,0.129230765254438
82,32.0,10.0,42.0,36.7,76.7,2.8,4.9,1.9,0.1,2.0,1,0.3124999902343753,0.3874999878906255,0.54608993598843,2.4499987750006125,0.13437499580078138
82,30.5,13.0,53.1,0.0,79.3,8.1,1.0,0.5,1.8,1.8,1,0.4262294942219838,0.5672130961569477,0.5679831730178982,0.5555552469137517,0.2524590081160981
82,28.1,11.1,49.7,0.0,69.2,7.4,1.1,0.6,0.7,1.8,1,0.3950177795367338,0.48398574790086313,0.5419921345710808,0.611110771605127,0.20640568660477981
72,26.5,11.8,43.0,43.9,89.3,1.8,3.5,0.6,0.0,1.6,1,0.4452830020647924,0.41132073919544393,0.5895283183924543,2.1874986328133543,0.08301886479174095
78,28.6,6.4,42.2,27.6,68.4,5.2,1.5,0.9,0.3,1.2,0,0.22377621595188055,0.3216783104308284,0.4878048036882921,1.2499989583342015,0.18531467883515107
81,25.3,11.1,45.9,10.5,78.9,9.1,1.0,0.4,0.6,1.5,1,0.4387351605243019,0.6047430591010649,0.5386257241240563,0.6666662222225186,0.26482212392007415
77,25.2,8.4,45.0,40.4,83.0,2.3,1.2,1.0,0.2,0.9,1,0.3333333201058206,0.3253968124842534,0.5579170353457711,1.3333318518534978,0.1309523757558581
81,24.8,13.9,47.2,40.7,77.2,5.4,1.0,0.5,0.5,1.5,1,0.5604838483675867,0.5201612693483358,0.5297255693806731,0.6666662222225186,0.2056451529981793
75,24.0,8.1,42.3,37.3,69.7,3.1,0.9,0.5,0.5,1.0,1,0.3374999859375006,0.30416665399305604,0.5002469737837236,0.8999991000009001,0.15416666024305584
67,22.6,10.1,47.8,46.7,87.0,3.0,1.2,0.5,0.2,0.8,1,0.4469026350928037,0.4336282993969777,0.5861187806268825,1.4999981250023435,0.1106194641318821
61,21.5,8.9,56.4,0.0,63.7,7.0,0.5,0.4,1.1,1.4,0,0.4139534691184433,0.5860464843699308,0.5990844643128077,0.35714260204099857,0.2651162667387783
56,20.8,5.3,45.9,34.4,70.7,2.3,1.8,0.8,0.5,1.2,0,0.25480768005732307,0.32692306120562203,0.5475205480329445,1.4999987500010419,0.14903845437315122
66,19.9,7.4,39.3,36.5,84.5,4.7,0.8,0.7,0.3,0.9,1,0.37185927779601624,0.4472361584303438,0.5291761256899133,0.8888879012356653,0.20603014040049544
76,19.3,5.6,43.8,0.0,66.7,4.6,0.6,0.7,0.7,0.6,1,0.29015542538054784,0.41968909742543514,0.4626568964545775,0.9999983333361111,0.2331606096807974
77,16.5,5.7,40.3,32.9,78.1,2.1,1.8,0.6,0.3,1.0,1,0.3454545245179076,0.3757575529843908,0.505677695940792,1.7999982000018002,0.1575757480257122
79,16.0,7.7,50.2,25.0,77.3,3.7,0.4,0.3,0.7,0.6,1,0.48124996992187685,0.5374999664062522,0.5386121238651197,0.6666655555574075,0.19999998750000078
75,15.2,6.5,49.4,0.0,66.0,3.9,0.3,0.4,1.0,0.8,1,0.4276315508137138,0.5131578609764567,0.5269130144434153,0.3749995312505859,0.24342103661703707
51,15.1,5.7,41.2,32.5,69.1,1.7,2.1,0.7,0.0,1.4,0,0.3774834187097074,0.35099335423885064,0.4827234954736627,1.4999989285721942,0.1324503223542833
53,14.5,4.3,63.3,0.0,38.5,4.5,0.2,0.2,1.1,0.8,1,0.2965517036860894,0.49655168989298687,0.5773360426057887,0.24999968750039062,0.30344825493460315
70,14.4,7.1,47.1,0.0,66.7,3.5,0.7,0.3,1.1,0.8,1,0.4930555213155888,0.5555555169753114,0.5127093424740984,0.874998906251367,0.22222220679012455
68,13.7,5.3,39.2,34.6,79.1,0.8,1.7,0.3,0.0,0.9,0,0.3868612856305631,0.2846715120677729,0.47627597478864575,1.8888867901257886,0.06569342586179373
80,28.2,13.2,41.0,35.1,73.7,3.4,3.3,1.2,0.2,2.5,0,0.46808508978421665,0.39361700731854576,0.5055146671633987,1.319999472000211,0.14893616493134165
44,13.3,4.9,46.0,25.0,82.3,1.1,1.2,0.3,0.2,0.7,1,0.36842102493075,0.3458646356492755,0.5307624500081348,1.714283265309621,0.09774435355305612
53,12.4,4.3,36.5,25.9,80.6,1.1,1.5,0.3,0.0,1.1,1,0.34677416558272856,0.28225804175338376,0.4846707654033441,1.363635123968069,0.09677418574401728
59,12.1,4.7,41.6,34.8,69.9,1.9,0.7,0.3,0.5,0.9,1,0.388429719964486,0.35537187145687005,0.4879567093113145,0.777776913581207,0.16528924253807914
60,9.3,2.8,40.6,39.4,64.0,0.7,2.0,0.5,0.0,1.1,1,0.30107523644352296,0.3548386715227235,0.5043225848982041,1.8181801652907588,0.11827955717424117
48,11.8,4.7,50.8,0.0,70.6,2.9,0.4,0.3,0.7,0.5,1,0.39830505099109736,0.5338982598391305,0.5360400237134982,0.7999984000032,0.23728811548405798
40,11.1,3.9,38.9,39.5,80.0,2.0,0.5,0.3,0.5,0.4,0,0.3513513196980793,0.40540536888239925,0.5036155724133335,1.2499968750078125,0.180180163947733
19,10.9,2.7,29.2,22.0,50.0,2.2,0.9,0.3,0.1,0.4,1,0.2477063992929909,0.2935779547176189,0.3729280737767752,2.2499943750140625,0.17431191061358617
76,27.7,13.8,42.3,34.3,84.0,2.5,2.6,0.6,0.3,2.1,0,0.498194927862999,0.3790613581566298,0.5350495863019862,1.2380946485263578,0.10830324518760848
60,10.2,3.1,51.8,0.0,69.1,2.0,0.1,0.2,0.7,0.5,1,0.30392153883122175,0.4117646655132682,0.5567526735802178,0.1999996000008,0.19607841214917532
51,8.4,1.9,43.0,0.0,68.6,1.7,0.2,0.2,0.1,0.3,0,0.22619044926304174,0.3095237726757413,0.4731073341098933,0.6666644444518519,0.16666664682539922
37,8.2,2.4,36.5,40.0,85.7,0.9,0.8,0.3,0.0,0.6,0,0.2926828911362328,0.26829265020821336,0.4680185382142986,1.333331111114815,0.12195120464009701
80,34.6,20.3,43.0,28.8,87.3,4.3,2.4,1.0,0.9,2.9,1,0.5867051853553416,0.44797686566540845,0.5188100327739709,0.827585921522096,0.1560693596511746
80,28.2,10.5,42.7,27.6,74.4,4.7,1.5,0.6,0.6,2.0,1,0.3723404123283542,0.3439716190080987,0.4897387602855634,0.7499996250001875,0.16666666075650138
78,27.8,8.5,48.5,32.8,74.1,6.2,1.2,1.0,1.4,0.7,1,0.3057553846850581,0.4856114933233274,0.5390663953492649,1.714283265309621,0.26618704078463884
79,27.3,12.7,42.9,33.1,74.3,4.5,1.2,0.6,0.5,1.6,0,0.4652014481611191,0.3919413775845649,0.5046089872370481,0.749999531250293,0.16117215526841921
53,26.1,9.4,42.8,33.0,73.2,2.6,4.2,0.8,0.0,1.7,1,0.360153242906006,0.3831417477723468,0.5047250317090817,2.4705867820077754,0.11494252433170404
73,23.1,8.1,37.5,30.7,78.4,4.2,1.6,0.8,0.2,1.6,0,0.3506493354697257,0.3419913271865226,0.45939196241016766,0.9999993750003907,0.1904761822304683
59,24.4,8.8,38.1,33.2,82.5,3.0,1.3,0.4,0.1,1.1,1,0.3606557229239458,0.28278687365627586,0.4814003849671353,1.1818171074389934,0.13114753560870757
79,22.8,5.8,37.4,19.4,80.0,3.7,1.4,1.0,0.3,1.1,1,0.254385953755002,0.30263156567405414,0.42546942114591824,1.272726115703531,0.1754385887965531
74,21.0,8.2,53.9,31.6,73.8,4.2,0.8,1.0,0.1,0.9,1,0.390476171882087,0.4761904535147402,0.5681817394426636,0.8888879012356653,0.17619046780045391
74,20.7,6.6,48.2,0.0,69.1,5.6,1.1,0.9,0.9,1.2,1,0.3188405643072191,0.5072463523069395,0.5371092875798685,0.9166659027784145,0.246376799691942
35,19.6,7.3,43.8,30.0,63.0,3.6,0.9,0.4,0.5,0.8,1,0.3724489605893387,0.38265304170137543,0.48280416894124745,1.1249985937517577,0.1734693789046235
57,19.0,7.6,40.1,18.8,81.4,2.3,2.8,0.9,0.1,1.4,1,0.3999999789473695,0.41052629418282655,0.48174436083362565,1.999998571429592,0.14210525567867074
73,19.0,5.8,46.8,22.0,73.7,3.9,1.1,0.8,0.1,0.7,1,0.30526314182825565,0.42105260941828365,0.5268894391552618,1.5714263265338193,0.16842104376731346
73,17.5,5.6,53.8,0.0,60.9,4.4,0.4,0.4,1.4,1.0,0,0.31999998171428673,0.4857142579591853,0.5608973235381963,0.3999996000004001,0.26285712783673554
60,22.8,10.3,49.8,21.4,72.7,5.5,0.7,0.4,1.4,1.1,0,0.4517543661511243,0.5394736605494007,0.5320247384271964,0.6363630578517655,0.2719298126346573
42,16.9,8.1,61.6,0.0,66.1,4.9,0.5,0.4,0.2,0.6,1,0.4792899124680525,0.6272188977976983,0.6383983861288798,0.8333319444467593,0.18934910122194668
56,15.4,4.2,40.1,20.6,79.2,1.0,2.0,0.5,0.0,1.0,0,0.2727272550177107,0.2597402428740102,0.4569189606355612,1.9999980000020001,0.08441557893405333
75,15.4,7.5,43.9,40.0,81.5,1.5,0.8,0.5,0.1,1.3,1,0.48701295538876915,0.3311688096643631,0.5246221985699218,0.6153841420121985,0.11688310929330459
76,14.6,4.5,45.5,28.6,65.9,3.0,0.3,0.3,0.7,0.6,1,0.30821915697129065,0.38356161756427276,0.49083758925881565,0.49999916666805555,0.20547943798086044
69,13.6,4.5,48.4,0.0,66.0,3.0,0.4,0.5,0.3,0.9,1,0.3308823286115935,0.3970587943339122,0.5398271257612461,0.44444395061783265,0.17647057525951657
50,13.6,5.6,42.1,27.0,69.2,2.2,1.0,0.4,0.0,1.1,0,0.4117646756055386,0.34558820988322,0.4978661988146872,0.9090900826453794,0.154411753352077
71,13.1,4.7,45.9,19.0,65.5,3.2,0.6,0.2,0.6,0.8,1,0.3587785985665192,0.4427480578054917,0.48433625631981525,0.7499990625011718,0.2366412033098318
75,12.9,3.7,41.1,20.8,78.2,1.8,0.7,0.4,0.1,0.5,1,0.2868216831921176,0.3100774953428298,0.4962445020803374,1.3999972000055998,0.13953487290427344
51,11.9,5.2,41.3,33.0,85.7,1.1,1.7,0.3,0.1,0.9,1,0.4369747531953989,0.39495795000353356,0.5371899716549644,1.8888867901257886,0.10084032766047668
32,11.5,3.7,42.6,34.6,79.3,1.0,1.1,0.5,0.0,0.6,1,0.3217391024574694,0.31304345103969994,0.5144603686150254,1.8333302777828704,0.09565216559546387
57,11.2,3.9,53.3,41.7,63.5,2.1,0.7,0.5,0.2,0.6,0,0.3482142546237273,0.4553571022002588,0.5742047779137874,1.166664722225463,0.19642855389030772
52,10.7,1.9,47.1,0.0,59.3,2.6,0.3,0.2,0.2,0.5,0,0.17757007686260964,0.3364485666870499,0.4947914089628078,0.5999988000023999,0.18691587038169438
26,10.3,4.1,56.1,0.0,68.2,3.4,0.4,0.3,0.4,0.5,0,0.3980582137807559,0.6310678998963205,0.5771394771566787,0.7999984000032,0.2718446338014919
61,10.0,4.3,50.5,0.0,56.6,2.8,0.7,0.3,0.3,0.9,1,0.4299999570000043,0.5199999480000053,0.5369629028564179,0.777776913581207,0.21999997800000223
70,9.9,1.3,37.9,16.7,43.8,2.0,0.6,0.3,0.4,0.6,1,0.13131311804918,0.28282825425977237,0.3779067570309553,0.9999983333361111,0.19191917253341692
38,9.9,4.0,55.4,0.0,67.5,2.6,0.2,0.2,0.6,0.3,1,0.40404036322824616,0.5656565085195446,0.5910163738131283,0.6666644444518519,0.24242421793694774
38,8.5,3.2,40.8,0.0,64.3,1.6,0.3,0.2,0.4,0.5,0,0.37647054394464197,0.3529411349481019,0.44345885713446315,0.5999988000023999,0.19999997647059103
64,4.2,0.9,42.9,0.0,65.4,0.8,0.2,0.2,0.1,0.1,0,0.21428566326531825,0.35714277210886375,0.46106510136772394,1.9999800001999979,0.14285710884354552
14,3.1,1.1,26.1,23.1,0.0,0.4,0.1,0.0,0.2,0.3,0,0.35483859521335637,0.09677416233091533,0.3437497851563843,0.33333222222592596,0.19354832466183078
66,21.4,7.0,56.3,0.0,64.8,5.3,0.6,0.7,1.0,0.7,0,0.3271027884531407,0.5140186675692212,0.5896225421794908,0.8571416326548105,0.2336448488951005
57,35.4,16.8,45.6,37.7,83.8,4.4,4.0,1.2,0.2,2.0,1,0.4745762577803318,0.46892654042580406,0.5508918841230401,1.9999990000005,0.1355932165086662
78,29.8,11.8,37.6,33.7,71.0,2.9,2.1,0.4,0.1,1.7,0,0.3959731410747268,0.24832213931804906,0.45148450784477295,1.2352933910038877,0.09395972839061313
78,27.0,10.8,42.2,36.4,72.7,4.5,1.3,0.9,0.9,1.8,1,0.39999998518518576,0.37777776378600864,0.4959588082330265,0.7222218209878772,0.18888888189300435
78,23.5,6.4,41.8,20.7,64.7,3.7,3.8,1.6,0.1,1.8,1,0.2723404139429611,0.4042553019465829,0.4667443893313318,2.1111099382722567,0.19148935355364452
82,22.9,10.1,43.4,36.8,85.4,2.7,2.8,0.7,0.3,1.9,1,0.44104801567475915,0.4235807675292242,0.536549029265934,1.4736834349034553,0.13537117312789637
63,22.1,9.0,50.3,0.0,72.2,5.0,0.4,0.3,1.2,0.7,1,0.40723980057738457,0.4932126473659436,0.5362249122706254,0.5714277551032071,0.19004524026944614
48,20.1,7.7,45.7,28.3,79.6,2.0,0.9,1.1,0.0,1.0,0,0.3830845580554946,0.3432835650107678,0.5362116244830607,0.8999991000009001,0.12437810326477097
52,21.3,6.6,45.2,46.1,66.7,2.1,1.4,0.7,0.5,0.7,0,0.3098591403821999,0.34741782406489075,0.576117217856631,1.9999971428612244,0.13615022834975452
82,18.7,7.4,53.1,0.0,62.4,5.1,0.6,0.6,0.2,0.9,1,0.3957219039720907,0.5080213632074136,0.559588542106996,0.6666659259267489,0.2192513251737259
81,18.7,5.5,45.5,50.0,76.4,5.4,0.5,0.6,0.5,1.2,1,0.2941176313306079,0.4491978369412922,0.5196522071707848,0.4166663194447338,0.2620320715490871
82,18.0,6.8,52.5,33.3,67.3,5.2,0.8,0.8,0.9,1.1,1,0.3777777567901246,0.566666635185187,0.5666665722222379,0.7272720661163036,0.25555554135802544
